  3    4  109.4712206
  3    5   90.0000000
  3    6   90.0000000
  3    7   77.8695421
  3    8   74.8584922
  3    9   70.5287794
  3   10   66.1468220
  3   11   63.4349488
  3   12   63.4349488
  3   13   57.1367031
  3   14   55.6705700
  3   15   53.6578501
  3   16   52.2443957
  3   17   51.0903285
  3   18   49.5566548
  3   19   47.6919141
  3   20   47.4310362
  3   21   45.6132231	ref D.A. Kottwitz (Acta Cryst., A47, 158-165(1991)) thanks to Jim Buddenhagen (jbuddenh(AT)earthlink.net)
  3   22   44.7401612
  3   23   43.7099642
  3   24   43.6907671
  3   25   41.6344612
  3   26   41.0376616
  3   27   40.6776007	ref D.A. Kottwitz (Acta Cryst., A47, 158-165(1991)) thanks to Jim Buddenhagen (jbuddenh(AT)earthlink.net)
  3   28   39.3551436
  3   29   38.7136512
  3   30   38.5971159
  3   31   37.7098291
  3   32   37.4752140
  3   33   36.2545530	ref D.A. Kottwitz (Acta Cryst., A47, 158-165(1991)) thanks to Jim Buddenhagen (jbuddenh(AT)earthlink.net)
  3   34   35.8077844
  3   35   35.3198076
  3   36   35.1897322
  3   37   34.4224080
  3   38   34.2506607
  3   39   33.4890466
  3   40   33.1583563
  3   41   32.7290944
  3   42   32.5063863
  3   43   32.0906244
  3   44   31.9834230
  3   45   31.3230814
  3   46   30.9591635
  3   47   30.7818159
  3   48   30.7627855
  3   49   29.9235851
  3   50   29.7529564
  3   51   29.3684069
  3   52   29.1947579
  3   53   28.8138972
  3   54   28.7169205	ref D.A. Kottwitz (Acta Cryst., A47, 158-165(1991)) thanks to Jim Buddenhagen (jbuddenh(AT)earthlink.net)
  3   55   28.2627914
  3   56   28.1480466
  3   57   27.8266759
  3   58   27.5564159
  3   59   27.3949757
  3   60   27.1928300
  3   61   26.8732779
  3   62   26.6839970
  3   63   26.4869225
  3   64   26.2350433
  3   65   26.0698299
  3   66   25.9474437	ref D.A. Kottwitz (Acta Cryst., A47, 158-165(1991)) thanks to Jim Buddenhagen (jbuddenh(AT)earthlink.net)
  3   67   25.6839813
  3   68   25.4638245
  3   69   25.3336364	Jim Buddenhagen (jbuddenh(AT)earthlink.net) and D.A. Kottwitz, private communication
  3   70   25.1709200
  3   71   24.9879381
  3   72   24.9264861
  3   73   24.5537792	Jim Buddenhagen (jbuddenh(AT)earthlink.net) and D.A. Kottwitz, private communication
  3   74   24.4209398	D.A. Kottwitz, private communication
  3   75   24.3017225
  3   76   24.1281944
  3   77   24.0012837
  3   78   23.9310254
  3   79   23.6239917
  3   80   23.5530672	Jim Buddenhagen (jbuddenh(AT)earthlink.net) private communication
  3   81   23.3476377	D.A. Kottwitz, private communication
  3   82   23.1946074
  3   83   23.0829976
  3   84   23.0517306
  3   85   22.7791621
