           0   109.47122045859162     
           4   109.47122045859162     

           0   109.47122057628417     
           4   109.47122057628417     

           0   109.47122034089907     
           4   109.47122034089907     

           0   109.47122034660680     
           4   109.47122034660680     

           0   109.47122062178069     
           4   109.47122062178069     

   109.47122062178069     
   109.47122034660680     
   109.47122034660680     
   109.47122051937215     
